Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,1,2,true,2,1
1,false,,,false,,
2,true,2,1,false,,
3,false,,,false,,
4,true,1,1,true,1,2
5,false,,,false,,
6,true,1,2,false,,
7,false,,,false,,
8,true,4,3,true,3,2
9,false,,,false,,
10,true,3,2,false,,
11,false,,,false,,
12,true,4,3,true,1,1
13,false,,,false,,
14,true,3,1,false,,
15,false,,,false,,
16,true,3,3,true,3,2
17,false,,,false,,
18,true,1,2,false,,
19,false,,,false,,
20,true,2,2,true,2,1
21,false,,,false,,
22,true,1,3,false,,
23,false,,,false,,
24,true,1,3,true,2,2
25,false,,,false,,
26,true,3,1,false,,
27,false,,,false,,
28,true,3,2,true,3,2
29,false,,,false,,
30,true,3,2,false,,
31,false,,,false,,
32,true,3,1,true,3,2
33,false,,,false,,
34,true,4,1,false,,
35,false,,,false,,
36,true,2,1,true,2,1
37,false,,,false,,
38,true,2,2,false,,
39,false,,,false,,
40,true,2,3,true,4,1
41,false,,,false,,
42,true,4,2,false,,
43,false,,,false,,
44,true,3,1,true,1,1
45,false,,,false,,
46,true,3,2,false,,
47,false,,,false,,
48,true,2,3,true,1,1
49,false,,,false,,
50,true,4,1,false,,
51,false,,,false,,
52,true,3,1,true,1,2
53,false,,,false,,
54,true,2,1,false,,
55,false,,,false,,
56,true,4,3,true,2,1
57,false,,,false,,
58,true,4,1,false,,
59,false,,,false,,
60,true,2,2,true,2,1
61,false,,,false,,
62,true,2,2,false,,
63,false,,,false,,
64,true,4,3,true,2,1
65,false,,,false,,
66,true,1,2,false,,
67,false,,,false,,
68,true,3,3,true,3,2
69,false,,,false,,
70,true,4,2,false,,
71,false,,,false,,
72,true,3,1,true,2,2
73,false,,,false,,
74,true,3,2,false,,
75,false,,,false,,
76,true,1,2,true,1,1
77,false,,,false,,
78,true,3,1,false,,
79,false,,,false,,
80,true,1,3,true,3,2
81,false,,,false,,
82,true,1,3,false,,
83,false,,,false,,
84,true,1,1,true,1,2
85,false,,,false,,
86,true,3,2,false,,
87,false,,,false,,
88,true,3,3,true,2,2
89,false,,,false,,
90,true,4,1,false,,
91,false,,,false,,
92,true,4,1,true,1,2
93,false,,,false,,
94,true,1,3,false,,
95,false,,,false,,
96,true,1,2,true,3,1
97,false,,,false,,
98,true,2,2,false,,
99,false,,,false,,
100,true,4,1,true,2,1
101,false,,,false,,
102,true,2,3,false,,
103,false,,,false,,
104,true,3,2,true,1,1
105,false,,,false,,
106,true,1,1,false,,
107,false,,,false,,
108,true,3,2,true,3,2
109,false,,,false,,
110,true,1,3,false,,
111,false,,,false,,
112,true,1,2,true,1,1
113,false,,,false,,
114,true,2,2,false,,
115,false,,,false,,
116,true,3,2,true,1,1
117,false,,,false,,
118,true,3,1,false,,
119,false,,,false,,
120,true,4,2,true,4,1
121,false,,,false,,
122,true,2,3,false,,
123,false,,,false,,
124,true,1,1,true,4,1
125,false,,,false,,
126,true,2,2,false,,
127,false,,,false,,
128,true,2,2,true,1,1
129,false,,,false,,
130,true,4,1,false,,
131,false,,,false,,
132,true,4,2,true,2,1
133,false,,,false,,
134,true,4,2,false,,
135,false,,,false,,
136,true,3,3,true,3,2
137,false,,,false,,
138,true,4,1,false,,
139,false,,,false,,
140,true,1,3,true,2,2
141,false,,,false,,
142,true,1,3,false,,
143,false,,,false,,
144,true,3,3,true,1,2
145,false,,,false,,
146,true,3,2,false,,
147,false,,,false,,
148,true,3,2,true,4,2
149,false,,,false,,
150,true,2,1,false,,
151,false,,,false,,
152,true,4,3,true,1,1
153,false,,,false,,
154,true,2,2,false,,
155,false,,,false,,
156,true,3,2,true,4,2
157,false,,,false,,
158,true,4,3,false,,
159,false,,,false,,
160,true,4,2,true,1,1
161,false,,,false,,
162,true,1,1,false,,
163,false,,,false,,
164,true,4,2,true,4,1
165,false,,,false,,
166,true,3,1,false,,
167,false,,,false,,
168,true,1,1,true,3,1
169,false,,,false,,
170,true,2,2,false,,
171,false,,,false,,
172,true,2,3,true,2,1
173,false,,,false,,
174,true,3,3,false,,
175,false,,,false,,
176,true,1,3,true,2,1
177,false,,,false,,
178,true,4,3,false,,
179,false,,,false,,
180,true,4,2,true,2,1
181,false,,,false,,
182,true,2,1,false,,
183,false,,,false,,
184,true,2,3,true,2,2
185,false,,,false,,
186,true,4,3,false,,
187,false,,,false,,
188,true,4,1,true,1,1
189,false,,,false,,
190,true,3,2,false,,
191,false,,,false,,
