Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,32,2,false,,0
1,true,2,4,false,,0
2,false,,0,false,,0
3,true,14,2,false,,0
4,false,,0,false,,0
5,true,12,3,true,2,1
6,true,2,4,true,4,1
7,true,4,2,false,,0
8,true,13,3,false,,0
9,false,,0,true,2,2
10,true,1,2,false,,0
11,true,42,4,false,,0
12,false,,0,true,2,3
13,true,2,2,false,,0
14,false,,0,true,4,2
15,false,,0,false,,0
16,false,,0,true,2,2
17,false,,0,true,4,1
18,true,34,3,false,,0
19,true,24,3,true,2,2
20,false,,0,false,,0
21,true,21,4,false,,0
22,false,,0,true,4,2
23,true,41,4,false,,0
24,false,,0,false,,0
25,true,13,4,true,4,3
26,true,1,4,false,,0
27,false,,0,false,,0
28,false,,0,false,,0
29,true,3,3,true,2,2
30,true,31,4,false,,0
31,true,4,2,true,2,1
32,false,,0,false,,0
33,true,12,4,false,,0
34,false,,0,true,2,1
35,false,,0,false,,0
36,true,2,2,true,2,3
37,true,14,2,false,,0
38,true,21,3,true,4,3
39,true,34,3,false,,0
40,true,41,3,false,,0
41,false,,0,false,,0
42,false,,0,true,2,1
43,true,32,4,false,,0
44,false,,0,false,,0
45,true,41,4,false,,0
46,true,4,4,false,,0
47,false,,0,false,,0
48,true,41,4,false,,0
49,true,1,2,true,4,2
50,false,,0,true,2,2
51,false,,0,false,,0
52,true,13,4,true,4,3
53,true,21,2,false,,0
54,false,,0,false,,0
55,false,,0,false,,0
56,false,,0,false,,0
57,true,43,2,false,,0
58,true,21,2,false,,0
59,true,12,3,false,,0
60,false,,0,true,2,1
61,false,,0,true,4,2
62,false,,0,true,4,1
63,false,,0,false,,0
64,true,1,4,false,,0
65,true,1,2,false,,0
66,false,,0,false,,0
67,true,4,3,true,4,3
68,false,,0,false,,0
69,false,,0,false,,0
70,false,,0,false,,0
71,false,,0,false,,0
72,true,4,2,true,2,2
73,false,,0,false,,0
74,true,2,3,false,,0
75,true,1,4,false,,0
76,false,,0,true,4,1
77,false,,0,false,,0
78,false,,0,false,,0
79,true,34,2,false,,0
80,false,,0,false,,0
81,true,12,3,false,,0
82,false,,0,false,,0
83,false,,0,false,,0
84,false,,0,false,,0
85,false,,0,false,,0
86,true,14,2,false,,0
87,false,,0,false,,0
88,true,3,4,false,,0
89,true,3,2,true,4,1
90,false,,0,false,,0
91,true,31,2,false,,0
92,true,42,4,false,,0
93,true,4,4,false,,0
94,true,1,3,false,,0
95,true,2,2,false,,0
96,false,,0,false,,0
97,true,34,4,true,2,2
98,true,4,3,false,,0
99,true,31,2,false,,0
100,false,,0,true,4,2
101,false,,0,true,4,3
102,false,,0,true,2,1
103,true,4,4,false,,0
104,true,4,2,false,,0
105,true,1,2,false,,0
106,true,24,4,false,,0
107,true,34,2,false,,0
108,true,3,3,false,,0
109,false,,0,false,,0
110,false,,0,true,2,2
111,false,,0,false,,0
112,true,12,4,false,,0
113,false,,0,true,4,3
114,true,31,2,false,,0
115,true,1,2,false,,0
116,true,2,4,false,,0
117,true,24,2,true,4,2
118,false,,0,false,,0
119,true,1,3,false,,0
120,false,,0,false,,0
121,true,41,3,false,,0
122,true,34,2,false,,0
123,false,,0,true,4,1
124,true,3,4,false,,0
125,true,2,4,false,,0
126,true,23,3,false,,0
127,false,,0,false,,0
128,false,,0,true,4,1
129,false,,0,false,,0
130,true,4,3,true,4,1
131,true,1,2,true,4,1
132,false,,0,false,,0
133,true,4,3,true,4,1
134,false,,0,true,2,3
135,true,43,4,true,2,1
136,true,34,2,true,4,1
137,false,,0,false,,0
138,true,1,4,true,4,3
139,true,34,3,true,2,3
140,true,13,4,false,,0
141,false,,0,false,,0
142,true,13,3,false,,0
143,false,,0,true,4,2
144,true,34,2,false,,0
145,false,,0,false,,0
146,false,,0,false,,0
147,true,3,3,true,4,3
148,false,,0,false,,0
149,true,41,2,true,4,2
150,false,,0,false,,0
151,true,12,3,false,,0
152,false,,0,false,,0
153,true,3,4,false,,0
154,false,,0,false,,0
155,true,32,4,true,2,3
156,false,,0,false,,0
157,false,,0,false,,0
158,true,43,2,false,,0
159,true,23,4,true,4,2
160,false,,0,true,4,1
161,true,12,2,false,,0
162,true,24,3,false,,0
163,false,,0,true,2,1
164,false,,0,true,4,2
165,true,1,3,false,,0
166,true,1,2,false,,0
167,true,3,3,false,,0
168,true,1,3,false,,0
169,false,,0,false,,0
170,true,3,2,false,,0
171,false,,0,false,,0
172,true,21,2,false,,0
173,false,,0,true,4,1
174,false,,0,true,2,1
175,false,,0,false,,0
176,true,43,2,false,,0
177,true,2,3,false,,0
178,true,4,4,true,2,3
179,true,12,2,false,,0
180,false,,0,false,,0
181,true,2,3,false,,0
182,true,34,4,false,,0
183,false,,0,true,2,2
184,true,31,4,false,,0
185,true,21,3,true,4,2
186,false,,0,false,,0
187,true,4,2,true,2,2
188,true,12,2,false,,0
189,true,43,4,false,,0
190,true,21,3,true,2,3
191,true,2,3,false,,0
192,true,32,2,false,,0
193,false,,0,false,,0
194,true,12,2,false,,0
195,true,3,2,false,,0
196,false,,0,false,,0
197,true,32,2,false,,0
198,true,41,3,false,,0
199,true,23,4,false,,0
200,true,3,4,false,,0
201,true,34,2,true,4,1
202,true,3,3,false,,0
203,false,,0,true,4,1
204,false,,0,true,4,2
205,true,1,2,false,,0
206,true,12,3,true,4,1
207,true,4,2,false,,0
208,false,,0,true,2,1
209,false,,0,true,4,2
210,true,3,4,false,,0
211,true,1,3,false,,0
212,false,,0,true,4,1
213,true,32,4,false,,0
214,true,4,4,false,,0
215,true,2,4,false,,0
216,true,4,4,false,,0
217,true,14,2,false,,0
218,false,,0,true,4,1
219,true,1,2,true,4,1
220,true,3,4,false,,0
221,true,24,3,false,,0
222,false,,0,true,4,1
223,true,4,2,false,,0
224,false,,0,false,,0
225,true,31,3,false,,0
226,true,41,4,false,,0
227,true,31,4,false,,0
228,false,,0,false,,0
229,false,,0,true,4,3
230,false,,0,false,,0
231,false,,0,true,4,2
232,false,,0,false,,0
233,true,13,2,false,,0
234,true,2,2,false,,0
235,false,,0,false,,0
236,true,1,4,false,,0
237,false,,0,false,,0
238,true,12,2,false,,0
239,true,1,4,false,,0
