Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,24,4,false,,0
1,false,,0,true,4,2
2,false,,0,false,,0
3,true,4,2,false,,0
4,true,2,3,false,,0
5,true,42,2,false,,0
6,true,4,3,false,,0
7,true,43,2,false,,0
8,true,3,3,false,,0
9,true,14,3,false,,0
10,false,,0,false,,0
11,false,,0,true,4,3
12,true,42,4,true,4,1
13,true,34,4,false,,0
14,true,3,2,true,4,1
15,false,,0,false,,0
16,false,,0,false,,0
17,true,2,4,false,,0
18,false,,0,true,2,1
19,true,3,4,true,2,2
20,true,3,2,true,4,2
21,true,12,2,false,,0
22,true,31,2,false,,0
23,true,4,4,false,,0
24,true,2,4,false,,0
25,true,4,4,true,2,3
26,false,,0,false,,0
27,true,1,4,false,,0
28,true,24,3,false,,0
29,true,43,3,true,2,2
30,true,32,3,false,,0
31,true,23,4,false,,0
32,true,24,2,true,2,2
33,true,3,4,false,,0
34,false,,0,false,,0
35,true,1,4,true,2,1
36,false,,0,false,,0
37,false,,0,false,,0
38,true,24,4,false,,0
39,true,2,3,true,2,3
40,false,,0,true,4,1
41,true,1,4,false,,0
42,true,23,3,false,,0
43,true,4,3,false,,0
44,false,,0,false,,0
45,true,2,2,false,,0
46,true,21,3,false,,0
47,false,,0,true,4,1
48,true,41,3,true,2,2
49,true,34,4,true,4,3
50,false,,0,false,,0
51,true,1,3,true,2,3
52,true,41,4,true,4,2
53,true,1,4,false,,0
54,false,,0,false,,0
55,true,4,3,true,2,1
56,true,2,4,true,2,1
57,true,43,3,true,4,1
58,true,41,4,false,,0
59,true,3,4,false,,0
60,true,4,2,false,,0
61,true,42,2,false,,0
62,true,2,2,true,2,2
63,false,,0,false,,0
64,true,4,4,false,,0
65,false,,0,true,4,3
66,true,2,3,true,2,1
67,true,3,2,false,,0
68,false,,0,false,,0
69,true,1,3,false,,0
70,false,,0,false,,0
71,true,34,2,true,4,2
72,true,4,3,true,4,3
73,false,,0,false,,0
74,true,12,4,false,,0
75,true,2,3,false,,0
76,true,4,2,false,,0
77,true,2,2,true,2,3
78,true,1,4,true,4,3
79,true,21,4,true,4,3
80,false,,0,false,,0
81,true,41,3,false,,0
82,true,42,4,false,,0
83,false,,0,true,4,2
84,false,,0,false,,0
85,true,1,3,false,,0
86,true,21,3,false,,0
87,true,12,4,false,,0
88,false,,0,false,,0
89,false,,0,true,2,1
90,true,24,2,true,2,1
91,true,2,2,true,4,1
92,true,13,3,false,,0
93,true,42,2,false,,0
94,true,41,3,true,2,2
95,true,4,2,false,,0
96,true,32,4,false,,0
97,true,32,3,false,,0
98,false,,0,false,,0
99,false,,0,false,,0
100,true,3,2,true,2,1
101,true,32,4,true,4,1
102,true,31,3,false,,0
103,true,31,3,true,4,2
104,false,,0,false,,0
105,true,23,2,true,2,1
106,true,4,3,true,2,2
107,false,,0,false,,0
108,true,3,4,true,4,2
109,true,31,3,false,,0
110,true,14,2,false,,0
111,true,31,2,true,2,1
112,true,2,4,true,4,1
113,true,24,3,false,,0
114,false,,0,false,,0
115,true,34,3,false,,0
116,true,43,4,false,,0
117,false,,0,false,,0
118,true,41,3,false,,0
119,true,1,4,false,,0
120,true,41,4,true,4,2
121,true,1,4,true,4,3
122,false,,0,false,,0
123,true,4,4,false,,0
124,false,,0,false,,0
125,false,,0,true,4,1
126,true,14,4,false,,0
127,true,1,3,false,,0
128,true,4,4,false,,0
129,false,,0,false,,0
130,false,,0,true,2,1
131,true,1,3,true,4,3
132,true,41,2,false,,0
133,false,,0,false,,0
134,true,31,2,true,4,3
135,true,2,2,true,4,1
136,true,2,3,true,4,1
137,false,,0,false,,0
138,false,,0,false,,0
139,true,1,3,true,4,2
140,false,,0,true,2,1
141,false,,0,false,,0
142,true,42,4,false,,0
143,true,42,3,true,2,1
144,false,,0,false,,0
145,true,3,3,false,,0
146,true,41,2,true,4,3
147,false,,0,false,,0
148,true,34,4,false,,0
149,true,31,4,false,,0
150,true,34,4,false,,0
151,false,,0,false,,0
152,false,,0,true,2,1
153,false,,0,false,,0
154,true,21,2,true,2,1
155,true,43,2,false,,0
156,true,3,2,true,2,1
157,false,,0,true,2,1
158,true,2,2,true,2,2
159,false,,0,false,,0
160,true,41,2,false,,0
161,true,2,3,false,,0
162,true,1,2,false,,0
163,true,1,2,true,2,3
164,false,,0,false,,0
165,true,42,4,false,,0
166,true,42,2,true,4,2
167,true,14,3,false,,0
168,true,43,4,false,,0
169,true,2,4,false,,0
170,true,4,2,false,,0
171,false,,0,false,,0
172,false,,0,false,,0
173,false,,0,false,,0
174,true,32,2,false,,0
175,false,,0,true,4,2
176,true,13,3,false,,0
177,false,,0,true,2,2
178,true,24,4,true,2,2
179,true,23,2,false,,0
180,false,,0,false,,0
181,true,12,3,true,4,2
182,true,2,3,false,,0
183,true,32,3,false,,0
184,false,,0,false,,0
185,false,,0,true,4,3
186,true,1,3,false,,0
187,true,13,2,false,,0
188,true,12,2,true,4,3
189,true,3,4,true,4,1
190,true,2,4,true,2,2
191,true,1,4,true,2,1
192,true,2,3,false,,0
193,true,14,3,true,4,1
194,true,3,2,false,,0
195,false,,0,false,,0
196,true,4,3,false,,0
197,false,,0,false,,0
198,false,,0,false,,0
199,false,,0,false,,0
200,true,1,3,false,,0
201,true,24,3,true,2,3
202,true,41,2,false,,0
203,true,13,4,true,4,1
204,true,34,3,false,,0
205,true,14,4,false,,0
206,true,2,4,false,,0
207,true,21,4,true,4,2
208,true,43,2,true,2,3
209,true,34,2,true,2,2
210,true,14,3,true,2,3
211,false,,0,true,4,1
212,true,4,3,false,,0
213,true,1,2,true,4,3
214,false,,0,false,,0
215,false,,0,false,,0
216,true,3,2,false,,0
217,true,13,4,true,2,1
218,true,2,4,false,,0
219,true,41,4,false,,0
220,true,13,2,false,,0
221,false,,0,false,,0
222,true,4,2,true,4,3
223,false,,0,false,,0
224,false,,0,true,4,1
225,true,24,3,false,,0
226,true,4,2,false,,0
227,true,1,4,false,,0
228,false,,0,false,,0
229,true,23,2,true,4,1
230,true,4,3,false,,0
231,false,,0,false,,0
232,true,2,3,true,2,3
233,true,13,3,false,,0
234,true,4,2,true,4,3
235,true,24,2,false,,0
236,false,,0,false,,0
237,false,,0,true,4,1
238,false,,0,false,,0
239,true,12,2,false,,0
240,true,3,3,false,,0
241,true,12,4,true,4,1
242,true,4,4,true,2,3
243,true,32,2,true,4,2
244,true,4,4,true,4,2
245,true,2,3,false,,0
246,true,41,4,false,,0
247,true,32,3,true,2,3
248,true,41,3,true,4,2
249,true,24,3,true,2,1
250,true,4,4,false,,0
251,true,31,2,false,,0
252,true,3,2,false,,0
253,true,2,3,true,4,1
254,false,,0,true,2,3
255,true,1,4,false,,0
256,false,,0,true,4,3
