Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,4,3,false,,0
1,true,4,3,false,,0
2,true,43,2,true,4,3
3,true,34,4,true,4,3
4,true,3,4,false,,0
5,true,32,4,true,4,2
6,true,1,3,false,,0
7,true,31,2,true,4,2
8,true,34,2,true,2,3
9,true,21,3,true,4,2
10,true,4,3,true,4,1
11,true,42,3,true,2,1
12,false,,0,false,,0
13,true,1,2,true,4,1
14,false,,0,true,4,1
15,true,2,4,true,4,3
16,true,3,4,true,4,1
17,false,,0,false,,0
18,true,1,4,true,2,2
19,true,13,3,false,,0
20,true,13,4,true,4,2
21,true,41,3,false,,0
22,true,43,3,false,,0
23,true,23,3,true,4,1
24,true,34,4,false,,0
25,true,23,4,false,,0
26,true,4,3,true,4,3
27,true,13,4,false,,0
28,true,31,2,true,4,3
29,true,1,4,true,4,2
30,true,3,2,true,2,3
31,true,1,3,false,,0
32,true,24,4,false,,0
33,true,1,3,false,,0
34,false,,0,false,,0
35,true,3,3,false,,0
36,false,,0,true,4,3
37,true,4,2,true,4,3
38,true,4,2,true,4,3
39,true,4,3,false,,0
40,true,34,2,true,4,2
41,true,42,2,true,2,3
42,false,,0,false,,0
43,true,3,3,true,4,2
44,true,4,4,true,2,1
45,true,13,2,true,4,1
46,true,21,2,true,4,3
47,true,43,4,false,,0
48,true,4,4,true,2,3
49,true,21,2,false,,0
50,true,23,4,false,,0
51,false,,0,true,2,3
52,true,3,3,true,4,1
53,true,43,2,false,,0
54,true,43,4,false,,0
55,true,43,4,false,,0
56,true,23,4,false,,0
57,true,34,2,true,4,3
58,true,23,4,true,2,2
59,true,24,4,false,,0
60,true,32,3,true,2,2
61,true,14,4,true,4,3
62,false,,0,true,4,1
63,true,2,3,false,,0
64,true,34,2,true,2,1
65,true,2,4,false,,0
66,true,14,4,true,2,3
67,true,32,3,false,,0
68,true,2,3,true,4,3
69,true,1,3,false,,0
70,true,41,4,false,,0
71,true,42,4,false,,0
72,false,,0,true,2,2
73,true,2,3,true,4,2
74,true,1,4,true,4,1
75,true,21,2,false,,0
76,true,41,3,false,,0
77,true,14,3,false,,0
78,true,2,2,false,,0
79,true,3,4,true,2,3
80,true,4,4,true,4,1
81,true,14,2,true,4,3
82,true,23,3,true,2,1
83,true,34,2,true,4,3
84,true,4,2,false,,0
85,true,1,3,false,,0
86,true,13,2,true,4,1
87,false,,0,false,,0
88,true,43,4,false,,0
89,false,,0,true,2,2
90,true,3,4,true,2,3
91,true,2,4,false,,0
92,true,43,4,false,,0
93,true,1,2,true,2,1
94,true,24,4,true,2,2
95,true,24,4,true,4,1
96,true,12,3,false,,0
97,true,43,4,true,2,2
98,true,32,2,false,,0
99,true,24,2,false,,0
100,true,21,2,false,,0
101,true,43,4,false,,0
102,true,42,3,false,,0
103,true,1,2,false,,0
104,true,3,3,false,,0
105,true,3,3,true,2,1
106,true,3,2,true,4,2
107,true,4,4,true,4,2
108,true,4,3,false,,0
109,true,2,4,true,2,1
110,true,23,3,true,2,1
111,true,42,2,false,,0
112,true,31,2,false,,0
113,true,41,4,false,,0
114,true,3,2,true,4,2
115,true,43,3,false,,0
116,true,4,4,false,,0
117,true,32,3,false,,0
118,true,34,2,true,2,2
119,true,42,2,true,2,3
120,true,41,3,false,,0
121,true,14,3,false,,0
122,true,34,4,true,2,3
123,true,2,3,false,,0
124,false,,0,false,,0
125,true,23,3,true,2,3
126,true,41,3,true,2,3
127,true,1,2,true,2,1
128,true,42,4,true,2,3
129,true,2,4,true,2,2
130,true,12,3,false,,0
131,true,42,2,false,,0
132,true,3,2,false,,0
133,true,4,2,false,,0
134,true,2,3,false,,0
135,true,3,2,false,,0
136,true,4,4,false,,0
137,true,1,2,false,,0
138,true,43,3,true,2,2
139,true,3,3,false,,0
140,true,3,4,true,4,3
141,false,,0,false,,0
142,true,31,2,true,4,2
143,true,2,2,false,,0
144,true,4,4,true,4,3
145,true,4,3,false,,0
146,true,24,2,true,4,3
147,true,1,3,false,,0
148,true,2,2,true,2,1
149,false,,0,true,4,1
150,true,21,4,false,,0
151,false,,0,false,,0
152,true,1,2,true,4,3
153,false,,0,false,,0
154,true,14,2,false,,0
155,true,3,4,false,,0
156,true,2,4,false,,0
157,true,32,4,false,,0
158,true,12,4,false,,0
159,true,14,2,false,,0
160,true,24,4,false,,0
161,false,,0,false,,0
162,true,24,2,true,2,2
163,true,4,2,false,,0
164,true,32,4,true,4,2
165,true,34,4,true,4,2
166,false,,0,false,,0
167,true,1,3,false,,0
168,true,1,4,false,,0
169,true,14,3,false,,0
170,true,2,2,false,,0
171,false,,0,true,4,3
172,true,43,2,true,2,1
173,true,1,4,true,4,1
174,true,31,2,false,,0
175,true,4,3,true,4,1
176,true,1,3,true,2,3
177,true,12,3,false,,0
178,true,24,3,false,,0
179,true,34,2,false,,0
180,true,32,2,false,,0
181,true,2,3,true,2,3
182,true,21,4,false,,0
183,true,21,3,false,,0
