Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,1,2,true,2,1
1,true,43,2,false,,0
2,true,2,3,false,,0
3,false,,0,true,4,3
4,true,4,4,false,,0
5,true,4,4,false,,0
6,false,,0,true,2,3
7,true,4,3,false,,0
8,false,,0,false,,0
9,false,,0,true,4,2
10,true,3,4,false,,0
11,false,,0,true,2,2
12,true,2,4,true,4,3
13,true,31,4,false,,0
14,true,3,3,true,2,1
15,true,34,3,false,,0
16,true,23,4,true,4,2
17,true,24,2,true,4,3
18,true,43,4,true,2,3
19,true,4,2,false,,0
20,true,14,3,false,,0
21,true,23,4,true,2,1
22,false,,0,true,2,2
23,true,2,2,false,,0
24,false,,0,false,,0
25,true,14,3,false,,0
26,true,23,4,false,,0
27,true,4,2,true,2,3
28,true,12,4,false,,0
29,true,13,4,true,4,2
30,true,32,3,true,2,2
31,true,13,4,true,4,2
32,true,13,4,true,2,2
33,true,3,3,true,2,2
34,true,1,3,false,,0
35,true,1,4,false,,0
36,true,32,2,false,,0
37,false,,0,true,2,3
38,false,,0,false,,0
39,false,,0,true,2,2
40,true,24,2,false,,0
41,true,1,2,false,,0
42,false,,0,false,,0
43,true,14,4,false,,0
44,true,42,3,false,,0
45,true,13,2,true,4,3
46,false,,0,true,4,3
47,true,2,4,true,2,3
48,true,24,3,false,,0
49,true,3,4,false,,0
50,true,42,2,true,4,3
51,true,12,4,false,,0
52,false,,0,true,4,3
53,true,3,3,false,,0
54,true,2,3,false,,0
55,false,,0,false,,0
56,true,42,4,false,,0
57,false,,0,true,4,3
58,true,41,2,true,2,1
59,true,34,2,false,,0
60,false,,0,true,2,3
61,true,3,3,false,,0
62,true,3,2,false,,0
63,true,42,4,false,,0
64,false,,0,false,,0
65,true,1,2,false,,0
66,false,,0,false,,0
67,true,23,2,true,2,3
68,true,14,3,false,,0
69,true,2,4,false,,0
70,true,4,2,false,,0
71,true,31,4,true,4,3
72,true,2,3,true,2,2
73,true,34,3,false,,0
74,true,32,2,true,2,3
75,true,13,4,false,,0
76,false,,0,true,2,2
77,true,2,4,false,,0
78,true,3,3,false,,0
79,true,2,3,false,,0
80,true,2,4,false,,0
81,true,2,3,false,,0
82,true,42,2,true,4,2
83,false,,0,false,,0
84,true,1,4,true,4,3
85,true,3,2,false,,0
86,true,1,3,false,,0
87,true,42,2,false,,0
88,false,,0,false,,0
89,true,2,4,false,,0
90,true,1,3,false,,0
91,false,,0,true,4,3
92,true,41,3,false,,0
93,false,,0,false,,0
94,true,4,2,false,,0
95,true,43,4,false,,0
96,true,3,2,false,,0
97,true,43,2,false,,0
98,false,,0,false,,0
99,true,2,3,false,,0
100,true,41,3,true,2,2
101,false,,0,false,,0
102,true,2,3,false,,0
103,true,3,4,false,,0
104,true,23,4,false,,0
105,true,24,4,false,,0
106,true,41,3,false,,0
107,false,,0,true,2,3
108,true,41,2,false,,0
109,true,3,2,true,4,2
110,true,41,3,false,,0
111,true,1,2,false,,0
112,true,43,2,true,2,3
113,true,42,4,false,,0
114,true,4,4,false,,0
115,true,13,2,false,,0
116,false,,0,false,,0
117,false,,0,false,,0
118,true,12,3,false,,0
119,false,,0,false,,0
120,false,,0,false,,0
121,false,,0,false,,0
122,true,43,3,false,,0
123,true,21,4,false,,0
124,true,2,2,false,,0
125,false,,0,true,4,1
126,true,3,3,false,,0
127,true,4,3,true,4,2
128,false,,0,false,,0
129,true,32,4,true,4,2
130,true,4,4,false,,0
131,true,13,2,true,4,2
132,true,21,3,true,2,2
133,true,4,2,false,,0
134,true,31,3,false,,0
135,true,32,3,true,4,1
136,true,13,2,false,,0
137,false,,0,true,2,2
138,false,,0,false,,0
139,true,2,4,true,4,1
140,false,,0,false,,0
141,true,32,2,true,2,3
142,true,3,2,false,,0
143,true,4,4,true,4,2
144,false,,0,true,4,3
145,true,41,2,false,,0
146,true,13,3,false,,0
147,false,,0,true,2,1
148,false,,0,true,4,1
149,true,1,4,false,,0
150,false,,0,false,,0
151,true,2,2,true,4,3
152,false,,0,true,2,3
153,false,,0,true,2,1
154,true,32,3,true,4,2
155,false,,0,true,2,1
156,true,2,3,true,4,1
157,true,21,3,false,,0
158,true,21,3,true,2,2
159,true,4,2,true,2,3
160,true,2,3,false,,0
161,true,13,3,false,,0
162,true,1,2,true,2,1
163,false,,0,false,,0
164,true,1,4,false,,0
165,true,43,3,false,,0
166,true,1,4,false,,0
167,false,,0,false,,0
168,true,2,3,false,,0
169,true,3,3,false,,0
170,false,,0,false,,0
171,true,23,3,true,2,2
172,true,2,3,false,,0
173,true,42,4,false,,0
174,true,42,3,false,,0
175,true,3,3,true,2,2
176,false,,0,false,,0
177,true,42,3,false,,0
178,true,4,3,false,,0
179,true,12,4,true,2,3
180,true,12,2,true,2,1
181,true,43,2,false,,0
182,true,23,2,false,,0
183,true,31,4,true,2,3
184,true,4,3,true,2,1
185,false,,0,false,,0
186,false,,0,false,,0
187,true,2,3,true,4,1
188,true,34,3,false,,0
189,true,4,3,true,2,1
190,false,,0,true,4,3
191,true,34,3,false,,0
192,true,1,2,false,,0
193,true,14,4,true,2,3
194,true,4,3,false,,0
195,false,,0,false,,0
196,true,13,4,true,2,2
197,false,,0,true,2,2
198,true,43,4,false,,0
199,true,42,2,false,,0
200,true,1,4,false,,0
201,true,24,2,false,,0
202,true,21,2,false,,0
203,true,24,3,false,,0
204,true,3,3,false,,0
205,true,13,4,true,2,1
206,true,1,3,true,4,3
207,true,2,3,true,4,3
208,false,,0,true,4,2
209,true,3,4,true,4,1
210,true,3,3,false,,0
211,true,43,2,true,4,2
212,false,,0,false,,0
213,false,,0,true,4,1
214,true,32,4,false,,0
215,true,2,4,true,2,1
216,true,42,3,true,2,3
217,true,24,4,true,4,1
218,false,,0,false,,0
219,true,31,3,false,,0
220,true,3,4,false,,0
221,true,3,4,true,2,3
222,true,4,2,true,2,1
223,true,1,2,true,4,2
224,true,31,3,false,,0
225,true,42,3,true,4,1
226,true,34,2,true,4,3
227,true,1,3,false,,0
228,true,1,4,false,,0
229,true,23,4,false,,0
230,true,32,4,false,,0
231,true,43,2,false,,0
232,true,14,4,false,,0
233,true,1,2,false,,0
234,true,14,3,true,2,1
235,true,12,3,false,,0
236,false,,0,false,,0
237,true,41,3,false,,0
238,true,13,3,true,2,1
239,true,1,3,false,,0
240,true,21,2,false,,0
241,true,43,2,true,4,1
242,false,,0,false,,0
243,true,23,3,true,4,3
244,true,1,3,true,2,3
245,true,2,3,true,4,1
246,true,3,2,true,4,3
247,true,23,3,true,4,2
248,true,1,4,true,2,3
249,true,4,3,false,,0
250,true,32,2,true,4,3
251,false,,0,false,,0
252,true,1,2,true,2,2
253,true,41,2,true,2,3
254,true,4,2,true,4,3
255,false,,0,true,2,1
256,true,2,2,false,,0
257,false,,0,false,,0
258,true,3,2,true,4,3
259,true,21,4,true,4,2
260,true,43,3,false,,0
261,true,2,4,false,,0
262,false,,0,false,,0
263,true,3,3,false,,0
264,true,2,4,true,4,3
265,true,1,2,false,,0
266,false,,0,false,,0
267,true,43,4,false,,0
268,true,1,3,false,,0
269,true,31,4,false,,0
270,true,21,3,true,4,2
271,true,1,4,true,2,3
272,true,32,4,false,,0
273,true,2,2,false,,0
274,true,41,2,false,,0
275,true,13,3,false,,0
276,true,4,4,true,2,3
277,true,24,2,true,4,2
278,true,23,3,false,,0
279,true,24,4,false,,0
280,true,1,4,false,,0
281,true,1,4,false,,0
282,true,4,3,false,,0
283,true,1,2,false,,0
284,false,,0,false,,0
285,true,2,2,false,,0
286,true,24,4,false,,0
287,true,2,3,true,4,1
288,true,32,2,true,4,1
289,true,43,3,false,,0
290,true,2,3,true,2,2
291,true,2,2,true,2,3
292,true,3,4,true,2,1
293,true,1,2,false,,0
294,true,23,2,true,2,2
295,true,3,4,true,2,3
296,true,4,4,true,2,2
297,false,,0,true,2,3
298,true,23,3,false,,0
299,true,12,4,false,,0
300,true,42,2,true,4,2
301,true,3,2,false,,0
302,true,2,3,true,4,3
303,true,1,2,false,,0
304,true,12,3,false,,0
305,true,13,2,false,,0
306,true,4,4,false,,0
307,true,24,2,false,,0
308,true,31,4,true,4,2
309,true,3,2,false,,0
310,false,,0,false,,0
311,true,14,3,false,,0
312,true,41,4,true,4,1
313,true,3,4,true,2,3
314,true,2,2,true,2,2
315,true,3,3,false,,0
