Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,1,2,true,2,2
1,false,,,false,,
2,false,,,false,,
3,true,4,3,false,,
4,false,,,false,,
5,false,,,false,,
6,true,3,2,false,,
7,false,,,true,1,2
8,false,,,false,,
9,true,4,1,false,,
10,false,,,false,,
11,false,,,false,,
12,true,1,1,false,,
13,false,,,false,,
14,false,,,true,1,1
15,true,4,3,false,,
16,false,,,false,,
17,false,,,false,,
18,true,1,1,false,,
19,false,,,false,,
20,false,,,false,,
21,true,3,3,true,1,2
22,false,,,false,,
23,false,,,false,,
24,true,2,1,false,,
25,false,,,false,,
26,false,,,false,,
27,true,1,2,false,,
28,false,,,true,3,2
29,false,,,false,,
30,true,2,3,false,,
31,false,,,false,,
32,false,,,false,,
33,true,2,2,false,,
34,false,,,false,,
35,false,,,true,1,2
36,true,1,2,false,,
37,false,,,false,,
38,false,,,false,,
39,true,1,3,false,,
40,false,,,false,,
41,false,,,false,,
42,true,2,3,true,4,2
43,false,,,false,,
44,false,,,false,,
45,true,4,3,false,,
46,false,,,false,,
47,false,,,false,,
48,true,3,2,false,,
49,false,,,true,1,2
50,false,,,false,,
51,true,3,1,false,,
52,false,,,false,,
53,false,,,false,,
54,true,3,2,false,,
55,false,,,false,,
56,false,,,true,1,1
57,true,2,3,false,,
58,false,,,false,,
59,false,,,false,,
