Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,3,3,true,4,2
1,true,4,3,false,,
2,true,2,1,false,,
3,true,2,3,true,3,2
4,true,2,1,false,,
5,true,4,2,false,,
6,true,3,2,true,1,2
7,true,1,3,false,,
8,true,3,1,false,,
9,true,2,2,true,1,1
10,true,2,3,false,,
11,true,1,2,false,,
12,true,3,3,true,1,1
13,true,1,3,false,,
14,true,4,1,false,,
15,true,2,1,true,2,1
16,true,1,2,false,,
17,true,3,3,false,,
18,true,3,1,true,4,1
19,true,4,3,false,,
20,true,1,3,false,,
21,true,1,3,true,3,1
22,true,1,3,false,,
23,true,3,2,false,,
24,true,3,1,true,1,1
25,true,3,2,false,,
26,true,3,2,false,,
27,true,1,1,true,4,2
28,true,4,3,false,,
29,true,3,3,false,,
30,true,4,1,true,1,2
31,true,2,3,false,,
32,true,3,1,false,,
33,true,3,1,true,1,2
34,true,4,1,false,,
35,true,2,2,false,,
36,true,1,2,true,1,1
37,true,1,1,false,,
38,true,4,2,false,,
39,true,4,3,true,1,2
40,true,2,3,false,,
41,true,2,3,false,,
42,true,3,2,true,4,1
43,true,3,3,false,,
44,true,3,1,false,,
45,true,4,2,true,4,2
46,true,1,1,false,,
47,true,1,1,false,,
48,true,1,1,true,3,1
49,true,1,3,false,,
50,true,4,3,false,,
51,true,3,1,true,1,2
52,true,3,3,false,,
53,true,2,1,false,,
54,true,4,2,true,3,1
55,true,2,3,false,,
56,true,2,3,false,,
57,true,1,2,true,2,2
58,true,1,3,false,,
59,true,2,1,false,,
60,true,3,1,true,1,1
61,true,1,2,false,,
62,true,4,2,false,,
63,true,1,3,true,3,2
64,true,3,1,false,,
65,true,4,1,false,,
66,true,2,1,true,4,2
67,true,2,1,false,,
68,true,4,2,false,,
69,true,4,2,true,1,2
70,true,2,3,false,,
71,true,2,2,false,,
72,true,4,3,true,3,2
73,true,3,3,false,,
74,true,3,1,false,,
75,true,2,3,true,2,2
76,true,4,1,false,,
77,true,3,2,false,,
78,true,4,1,true,3,2
79,true,2,2,false,,
80,true,1,1,false,,
81,true,3,3,true,1,2
82,true,2,3,false,,
83,true,3,1,false,,
84,true,3,3,true,1,1
85,true,3,2,false,,
86,true,2,2,false,,
87,true,2,1,true,4,2
88,true,3,3,false,,
89,true,4,1,false,,
90,true,1,1,true,2,1
91,true,2,1,false,,
92,true,4,1,false,,
93,true,1,3,true,4,2
94,true,3,1,false,,
95,true,3,2,false,,
96,true,3,2,true,2,1
97,true,2,2,false,,
98,true,1,3,false,,
99,true,3,3,true,2,2
100,true,1,3,false,,
101,true,3,2,false,,
102,true,4,1,true,1,1
103,true,3,2,false,,
104,true,1,1,false,,
105,true,3,3,true,2,2
106,true,1,2,false,,
107,true,1,1,false,,
108,true,3,1,true,1,2
109,true,3,3,false,,
110,true,3,1,false,,
111,true,2,1,true,2,2
112,true,3,1,false,,
113,true,2,1,false,,
114,true,1,3,true,2,1
115,true,4,3,false,,
116,true,2,3,false,,
117,true,1,3,true,4,1
118,true,4,2,false,,
119,true,1,2,false,,
120,true,1,2,true,1,2
121,true,4,1,false,,
122,true,2,3,false,,
123,true,1,2,true,4,1
124,true,4,1,false,,
125,true,4,3,false,,
126,true,3,2,true,4,1
127,true,4,2,false,,
128,true,2,1,false,,
129,true,1,1,true,2,1
130,true,4,1,false,,
131,true,4,2,false,,
132,true,2,2,true,1,2
133,true,4,1,false,,
134,true,3,3,false,,
135,true,4,3,true,1,2
136,true,4,3,false,,
137,true,4,3,false,,
138,true,2,2,true,2,1
139,true,1,1,false,,
140,true,3,3,false,,
141,true,2,1,true,1,2
142,true,3,3,false,,
143,true,4,1,false,,
144,true,4,1,true,4,1
145,true,3,2,false,,
146,true,2,3,false,,
147,true,3,3,true,1,2
148,true,4,1,false,,
149,true,3,3,false,,
150,true,2,2,true,1,1
151,true,2,2,false,,
152,true,1,1,false,,
153,true,2,1,true,1,2
154,true,3,1,false,,
155,true,1,2,false,,
156,true,2,1,true,2,1
157,true,2,3,false,,
158,true,1,2,false,,
159,true,1,2,true,3,1
160,true,3,3,false,,
161,true,2,2,false,,
162,true,2,1,true,4,2
163,true,2,2,false,,
164,true,3,3,false,,
