Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,4,3,true,3,2
1,false,,,false,,
2,false,,,false,,
3,false,,,false,,
4,false,,,false,,
5,true,2,3,false,,
6,false,,,false,,
7,false,,,false,,
8,false,,,false,,
9,false,,,false,,
10,true,2,1,true,3,1
11,false,,,false,,
12,false,,,false,,
13,false,,,false,,
14,false,,,false,,
15,true,2,1,false,,
16,false,,,false,,
17,false,,,false,,
18,false,,,false,,
19,false,,,false,,
20,true,2,3,true,2,2
21,false,,,false,,
22,false,,,false,,
23,false,,,false,,
24,false,,,false,,
25,true,1,3,false,,
26,false,,,false,,
27,false,,,false,,
28,false,,,false,,
29,false,,,false,,
30,true,2,3,true,4,1
31,false,,,false,,
32,false,,,false,,
33,false,,,false,,
34,false,,,false,,
35,true,1,1,false,,
36,false,,,false,,
37,false,,,false,,
38,false,,,false,,
39,false,,,false,,
40,true,3,3,true,3,1
41,false,,,false,,
42,false,,,false,,
43,false,,,false,,
44,false,,,false,,
45,true,2,1,false,,
46,false,,,false,,
47,false,,,false,,
48,false,,,false,,
49,false,,,false,,
50,true,1,2,true,3,2
51,false,,,false,,
52,false,,,false,,
53,false,,,false,,
54,false,,,false,,
55,true,1,3,false,,
56,false,,,false,,
57,false,,,false,,
58,false,,,false,,
59,false,,,false,,
60,true,3,1,true,3,1
61,false,,,false,,
62,false,,,false,,
63,false,,,false,,
64,false,,,false,,
65,true,2,1,false,,
66,false,,,false,,
67,false,,,false,,
68,false,,,false,,
69,false,,,false,,
70,true,4,1,true,1,2
71,false,,,false,,
72,false,,,false,,
73,false,,,false,,
74,false,,,false,,
75,true,2,3,false,,
76,false,,,false,,
77,false,,,false,,
78,false,,,false,,
79,false,,,false,,
80,true,3,3,true,1,2
81,false,,,false,,
82,false,,,false,,
83,false,,,false,,
84,false,,,false,,
85,true,4,2,false,,
86,false,,,false,,
87,false,,,false,,
88,false,,,false,,
89,false,,,false,,
90,true,4,1,true,1,2
