Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,1,1,true,2,1
1,false,,,false,,
2,false,,,false,,
3,true,2,1,false,,
4,false,,,false,,
5,false,,,false,,
6,true,3,2,false,,
7,false,,,true,2,2
8,false,,,false,,
9,true,1,2,false,,
10,false,,,false,,
11,false,,,false,,
12,true,1,3,false,,
13,false,,,false,,
14,false,,,true,2,2
15,true,3,2,false,,
16,false,,,false,,
17,false,,,false,,
18,true,1,2,false,,
19,false,,,false,,
20,false,,,false,,
21,true,1,3,true,1,2
22,false,,,false,,
23,false,,,false,,
24,true,1,3,false,,
25,false,,,false,,
26,false,,,false,,
27,true,2,3,false,,
28,false,,,true,2,2
29,false,,,false,,
30,true,1,3,false,,
31,false,,,false,,
32,false,,,false,,
33,true,1,2,false,,
34,false,,,false,,
35,false,,,true,4,1
36,true,2,1,false,,
37,false,,,false,,
38,false,,,false,,
39,true,2,2,false,,
40,false,,,false,,
41,false,,,false,,
42,true,3,3,true,2,1
43,false,,,false,,
44,false,,,false,,
45,true,3,2,false,,
46,false,,,false,,
47,false,,,false,,
48,true,3,2,false,,
49,false,,,true,1,1
50,false,,,false,,
51,true,2,3,false,,
52,false,,,false,,
53,false,,,false,,
54,true,3,2,false,,
55,false,,,false,,
56,false,,,true,4,1
57,true,3,2,false,,
58,false,,,false,,
59,false,,,false,,
60,true,1,3,false,,
61,false,,,false,,
62,false,,,false,,
63,true,3,1,true,3,2
64,false,,,false,,
65,false,,,false,,
66,true,4,1,false,,
67,false,,,false,,
68,false,,,false,,
69,true,1,3,false,,
70,false,,,true,1,2
71,false,,,false,,
72,true,2,3,false,,
73,false,,,false,,
74,false,,,false,,
75,true,4,2,false,,
76,false,,,false,,
77,false,,,true,3,1
78,true,2,1,false,,
79,false,,,false,,
80,false,,,false,,
81,true,2,2,false,,
82,false,,,false,,
83,false,,,false,,
84,true,3,1,true,4,1
85,false,,,false,,
86,false,,,false,,
87,true,4,2,false,,
88,false,,,false,,
89,false,,,false,,
90,true,3,3,false,,
91,false,,,true,3,2
92,false,,,false,,
93,true,1,3,false,,
94,false,,,false,,
95,false,,,false,,
96,true,4,2,false,,
97,false,,,false,,
98,false,,,true,4,2
99,true,3,2,false,,
100,false,,,false,,
101,false,,,false,,
102,true,3,1,false,,
103,false,,,false,,
104,false,,,false,,
105,true,1,3,true,4,2
106,false,,,false,,
107,false,,,false,,
108,true,1,1,false,,
109,false,,,false,,
110,false,,,false,,
111,true,4,1,false,,
112,false,,,true,1,2
113,false,,,false,,
114,true,4,3,false,,
115,false,,,false,,
116,false,,,false,,
117,true,1,2,false,,
118,false,,,false,,
119,false,,,true,4,1
120,true,3,1,false,,
121,false,,,false,,
122,false,,,false,,
123,true,1,1,false,,
124,false,,,false,,
125,false,,,false,,
126,true,1,3,true,1,1
127,false,,,false,,
128,false,,,false,,
