Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,2,2,true,1,2
1,false,,,false,,
2,false,,,false,,
3,false,,,false,,
4,true,1,1,false,,
5,false,,,false,,
6,false,,,false,,
7,false,,,false,,
8,true,1,1,true,1,1
9,false,,,false,,
10,false,,,false,,
11,false,,,false,,
12,true,4,3,false,,
13,false,,,false,,
14,false,,,false,,
15,false,,,false,,
16,true,2,3,true,3,1
17,false,,,false,,
18,false,,,false,,
19,false,,,false,,
20,true,3,2,false,,
21,false,,,false,,
22,false,,,false,,
23,false,,,false,,
24,true,2,2,true,2,1
25,false,,,false,,
26,false,,,false,,
27,false,,,false,,
28,true,4,2,false,,
29,false,,,false,,
30,false,,,false,,
31,false,,,false,,
32,true,2,3,true,2,1
33,false,,,false,,
34,false,,,false,,
35,false,,,false,,
36,true,3,3,false,,
37,false,,,false,,
38,false,,,false,,
39,false,,,false,,
40,true,2,3,true,3,1
41,false,,,false,,
42,false,,,false,,
43,false,,,false,,
44,true,1,1,false,,
45,false,,,false,,
46,false,,,false,,
47,false,,,false,,
48,true,1,2,true,1,2
49,false,,,false,,
50,false,,,false,,
51,false,,,false,,
52,true,3,3,false,,
53,false,,,false,,
54,false,,,false,,
55,false,,,false,,
56,true,2,3,true,2,2
57,false,,,false,,
58,false,,,false,,
59,false,,,false,,
60,true,4,3,false,,
61,false,,,false,,
62,false,,,false,,
63,false,,,false,,
64,true,4,1,true,4,2
65,false,,,false,,
66,false,,,false,,
67,false,,,false,,
68,true,1,3,false,,
69,false,,,false,,
70,false,,,false,,
71,false,,,false,,
72,true,1,3,true,2,1
73,false,,,false,,
74,false,,,false,,
75,false,,,false,,
76,true,2,3,false,,
77,false,,,false,,
78,false,,,false,,
79,false,,,false,,
80,true,1,1,true,2,1
81,false,,,false,,
82,false,,,false,,
83,false,,,false,,
84,true,4,3,false,,
85,false,,,false,,
86,false,,,false,,
87,false,,,false,,
88,true,3,1,true,1,1
89,false,,,false,,
90,false,,,false,,
91,false,,,false,,
92,true,3,2,false,,
93,false,,,false,,
94,false,,,false,,
95,false,,,false,,
96,true,2,1,true,4,2
97,false,,,false,,
98,false,,,false,,
99,false,,,false,,
100,true,4,2,false,,
101,false,,,false,,
102,false,,,false,,
103,false,,,false,,
104,true,3,3,true,1,1
105,false,,,false,,
106,false,,,false,,
107,false,,,false,,
108,true,2,1,false,,
109,false,,,false,,
110,false,,,false,,
111,false,,,false,,
112,true,2,2,true,1,1
113,false,,,false,,
114,false,,,false,,
115,false,,,false,,
116,true,4,2,false,,
117,false,,,false,,
118,false,,,false,,
119,false,,,false,,
120,true,4,2,true,1,1
121,false,,,false,,
122,false,,,false,,
123,false,,,false,,
124,true,2,1,false,,
125,false,,,false,,
126,false,,,false,,
127,false,,,false,,
128,true,3,2,true,3,1
129,false,,,false,,
130,false,,,false,,
131,false,,,false,,
132,true,3,2,false,,
133,false,,,false,,
134,false,,,false,,
135,false,,,false,,
136,true,4,1,true,1,1
137,false,,,false,,
138,false,,,false,,
139,false,,,false,,
140,true,2,2,false,,
141,false,,,false,,
142,false,,,false,,
143,false,,,false,,
144,true,3,3,true,3,1
145,false,,,false,,
146,false,,,false,,
147,false,,,false,,
148,true,2,3,false,,
149,false,,,false,,
150,false,,,false,,
151,false,,,false,,
152,true,3,1,true,1,1
153,false,,,false,,
154,false,,,false,,
155,false,,,false,,
156,true,1,1,false,,
157,false,,,false,,
158,false,,,false,,
159,false,,,false,,
160,true,1,2,true,3,2
161,false,,,false,,
162,false,,,false,,
163,false,,,false,,
164,true,4,1,false,,
165,false,,,false,,
166,false,,,false,,
167,false,,,false,,
168,true,2,2,true,4,1
169,false,,,false,,
170,false,,,false,,
171,false,,,false,,
172,true,3,2,false,,
173,false,,,false,,
174,false,,,false,,
175,false,,,false,,
176,true,3,3,true,2,2
177,false,,,false,,
178,false,,,false,,
179,false,,,false,,
180,true,1,1,false,,
181,false,,,false,,
182,false,,,false,,
183,false,,,false,,
184,true,3,2,true,2,1
185,false,,,false,,
186,false,,,false,,
187,false,,,false,,
188,true,4,1,false,,
189,false,,,false,,
190,false,,,false,,
191,false,,,false,,
192,true,1,3,true,4,2
193,false,,,false,,
194,false,,,false,,
195,false,,,false,,
196,true,2,1,false,,
197,false,,,false,,
198,false,,,false,,
199,false,,,false,,
200,true,4,3,true,4,1
201,false,,,false,,
202,false,,,false,,
203,false,,,false,,
204,true,4,1,false,,
205,false,,,false,,
206,false,,,false,,
207,false,,,false,,
208,true,3,1,true,2,2
209,false,,,false,,
210,false,,,false,,
211,false,,,false,,
212,true,4,3,false,,
213,false,,,false,,
214,false,,,false,,
215,false,,,false,,
216,true,4,2,true,4,1
217,false,,,false,,
218,false,,,false,,
219,false,,,false,,
220,true,2,1,false,,
221,false,,,false,,
222,false,,,false,,
223,false,,,false,,
224,true,3,2,true,3,1
225,false,,,false,,
226,false,,,false,,
227,false,,,false,,
228,true,3,3,false,,
229,false,,,false,,
230,false,,,false,,
231,false,,,false,,
232,true,2,2,true,2,2
233,false,,,false,,
234,false,,,false,,
235,false,,,false,,
236,true,4,3,false,,
237,false,,,false,,
238,false,,,false,,
239,false,,,false,,
240,true,3,3,true,1,1
241,false,,,false,,
242,false,,,false,,
243,false,,,false,,
244,true,3,1,false,,
245,false,,,false,,
246,false,,,false,,
247,false,,,false,,
248,true,2,1,true,3,2
249,false,,,false,,
250,false,,,false,,
251,false,,,false,,
252,true,4,1,false,,
253,false,,,false,,
254,false,,,false,,
255,false,,,false,,
256,true,3,3,true,2,1
257,false,,,false,,
258,false,,,false,,
259,false,,,false,,
260,true,2,1,false,,
261,false,,,false,,
262,false,,,false,,
263,false,,,false,,
264,true,1,1,true,2,1
265,false,,,false,,
266,false,,,false,,
267,false,,,false,,
268,true,1,3,false,,
269,false,,,false,,
270,false,,,false,,
271,false,,,false,,
272,true,3,2,true,3,1
273,false,,,false,,
274,false,,,false,,
275,false,,,false,,
276,true,4,3,false,,
277,false,,,false,,
278,false,,,false,,
279,false,,,false,,
280,true,3,2,true,2,1
281,false,,,false,,
282,false,,,false,,
283,false,,,false,,
284,true,1,3,false,,
285,false,,,false,,
286,false,,,false,,
287,false,,,false,,
288,true,2,2,true,2,1
289,false,,,false,,
290,false,,,false,,
291,false,,,false,,
292,true,3,1,false,,
293,false,,,false,,
294,false,,,false,,
295,false,,,false,,
296,true,2,1,true,2,2
297,false,,,false,,
298,false,,,false,,
299,false,,,false,,
300,true,2,1,false,,
301,false,,,false,,
302,false,,,false,,
303,false,,,false,,
304,true,1,3,true,3,2
