Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,2,2,true,4,1
1,true,2,3,true,2,3
2,true,41,3,false,,0
3,true,4,2,false,,0
4,true,1,2,false,,0
5,true,2,4,true,2,1
6,true,4,3,false,,0
7,true,4,3,true,2,3
8,true,3,2,true,4,2
9,true,24,4,true,2,2
10,true,14,4,true,4,1
11,true,4,3,false,,0
12,true,1,3,true,4,2
13,true,41,3,false,,0
14,true,21,3,false,,0
15,true,2,4,true,2,2
16,true,43,4,false,,0
17,true,14,4,false,,0
18,true,14,3,false,,0
19,true,43,2,true,4,2
20,true,3,4,false,,0
21,true,2,2,true,4,2
22,true,3,3,false,,0
23,true,3,3,true,4,3
24,true,42,2,true,4,2
25,true,4,4,false,,0
26,true,12,4,true,2,1
27,true,2,4,false,,0
28,true,42,3,true,2,3
29,true,13,3,false,,0
30,true,1,3,true,4,3
31,true,1,2,false,,0
32,true,13,3,true,4,3
33,true,23,3,true,2,3
34,true,13,3,false,,0
35,true,2,4,false,,0
36,true,4,3,true,2,2
37,true,21,2,false,,0
38,true,13,4,true,2,3
39,true,2,4,false,,0
40,true,34,2,true,2,3
41,true,2,4,false,,0
42,true,41,2,false,,0
43,true,32,4,true,4,2
44,true,3,4,true,2,3
45,true,1,2,true,2,2
46,true,4,3,true,4,2
47,true,23,3,false,,0
48,true,1,4,false,,0
49,true,42,4,true,4,2
50,true,3,4,false,,0
51,true,13,3,true,2,2
52,true,3,2,false,,0
53,true,24,2,true,4,1
54,true,42,4,false,,0
55,true,14,3,true,4,3
56,true,1,4,false,,0
57,true,2,4,false,,0
58,true,21,4,false,,0
59,true,2,2,true,4,2
60,true,1,4,false,,0
61,true,2,3,true,4,3
62,true,32,3,true,4,2
63,true,14,4,true,2,1
64,true,43,4,false,,0
65,true,43,3,true,2,3
66,true,3,2,true,4,1
67,true,1,3,true,4,1
68,true,42,2,false,,0
69,true,4,4,false,,0
70,true,32,2,true,4,2
71,true,3,2,false,,0
72,true,23,2,false,,0
73,true,42,2,true,2,1
74,true,12,2,false,,0
75,true,1,3,false,,0
76,true,4,2,true,4,1
77,true,2,4,true,4,3
78,true,3,2,false,,0
79,true,31,3,true,4,3
80,true,1,2,true,2,1
81,true,2,2,true,4,1
82,true,2,2,true,4,1
83,true,21,3,false,,0
84,true,41,4,true,4,2
85,true,21,2,false,,0
86,true,21,2,true,4,3
87,true,4,2,false,,0
88,true,34,3,true,2,2
89,true,4,2,true,2,2
90,true,21,2,false,,0
91,true,3,2,false,,0
92,true,1,2,false,,0
93,true,12,4,true,4,3
94,true,13,3,false,,0
95,true,21,3,true,4,3
96,true,14,3,true,4,2
97,true,31,4,false,,0
98,true,43,4,true,4,1
99,true,3,2,false,,0
100,true,14,3,true,4,1
101,true,13,2,true,4,1
102,true,34,4,true,2,2
103,true,12,4,false,,0
104,true,1,3,true,2,1
105,true,2,2,false,,0
106,true,31,3,true,4,3
107,true,24,4,false,,0
108,true,3,2,true,4,1
109,true,2,4,false,,0
110,true,21,2,false,,0
111,true,3,2,true,2,1
112,true,1,2,true,4,3
113,true,12,3,true,2,3
114,true,13,3,false,,0
115,true,1,2,false,,0
116,true,1,4,true,2,3
117,true,42,4,false,,0
118,true,23,3,true,4,2
119,true,24,4,false,,0
120,true,3,2,true,2,2
121,true,4,2,false,,0
122,true,12,4,false,,0
123,true,3,2,false,,0
124,true,3,2,true,4,3
125,true,32,3,true,4,2
126,true,1,3,true,2,3
127,true,12,4,false,,0
128,true,1,4,true,4,2
129,true,2,4,true,2,2
130,true,4,2,false,,0
131,true,4,3,true,2,1
132,true,2,4,true,4,3
133,true,4,2,true,4,1
134,true,21,2,false,,0
135,true,2,3,true,4,2
136,true,23,4,true,4,3
137,true,31,3,true,2,2
138,true,2,4,true,4,3
139,true,1,3,true,2,2
140,true,2,4,true,4,1
141,true,4,3,true,4,1
142,true,4,2,false,,0
143,true,43,2,true,4,2
144,true,42,2,true,4,1
145,true,3,4,true,2,2
146,true,12,4,true,2,2
147,true,13,4,true,2,1
148,true,3,4,false,,0
149,true,43,3,false,,0
150,true,42,4,true,4,3
151,true,14,2,true,4,1
152,true,12,4,false,,0
153,true,21,2,true,2,2
154,true,3,2,true,4,1
155,true,3,4,true,4,1
156,true,31,2,true,4,1
157,true,24,4,true,4,3
158,true,3,4,false,,0
159,true,3,4,true,2,2
160,true,1,3,true,4,1
161,true,13,4,false,,0
162,true,1,3,false,,0
163,true,24,2,true,2,1
164,true,41,4,true,2,3
165,true,1,3,true,4,2
166,true,23,3,true,4,2
167,true,42,3,true,4,1
168,true,3,4,false,,0
169,true,3,4,true,4,2
170,true,4,3,false,,0
171,true,2,3,false,,0
172,true,13,2,false,,0
173,true,13,3,false,,0
174,true,2,3,false,,0
175,true,32,2,true,2,2
176,true,41,3,false,,0
177,true,21,2,true,2,3
178,true,41,3,false,,0
179,true,34,4,false,,0
180,true,4,3,true,4,2
181,true,1,3,false,,0
182,true,32,4,true,4,2
183,true,24,3,true,2,1
184,true,3,4,false,,0
185,true,12,4,true,2,1
186,true,1,3,false,,0
187,true,1,4,true,2,1
188,true,23,4,false,,0
189,true,3,2,true,4,3
190,true,13,4,true,2,1
191,true,2,2,true,2,2
