Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,1,2,true,2,1
1,false,,,false,,
2,false,,,false,,
3,false,,,false,,
4,false,,,false,,
5,false,,,false,,
6,true,1,3,false,,
7,false,,,false,,
8,false,,,false,,
9,false,,,false,,
10,false,,,false,,
11,false,,,false,,
12,true,3,2,true,3,2
13,false,,,false,,
14,false,,,false,,
15,false,,,false,,
16,false,,,false,,
17,false,,,false,,
18,true,3,2,false,,
19,false,,,false,,
20,false,,,false,,
21,false,,,false,,
22,false,,,false,,
23,false,,,false,,
24,true,2,2,true,2,2
25,false,,,false,,
26,false,,,false,,
27,false,,,false,,
28,false,,,false,,
29,false,,,false,,
30,true,3,2,false,,
31,false,,,false,,
32,false,,,false,,
33,false,,,false,,
34,false,,,false,,
35,false,,,false,,
36,true,4,3,true,3,2
37,false,,,false,,
38,false,,,false,,
39,false,,,false,,
40,false,,,false,,
41,false,,,false,,
42,true,2,1,false,,
43,false,,,false,,
44,false,,,false,,
45,false,,,false,,
46,false,,,false,,
47,false,,,false,,
48,true,2,2,true,4,2
49,false,,,false,,
50,false,,,false,,
51,false,,,false,,
52,false,,,false,,
53,false,,,false,,
54,true,4,1,false,,
55,false,,,false,,
56,false,,,false,,
57,false,,,false,,
58,false,,,false,,
59,false,,,false,,
60,true,4,2,true,3,1
61,false,,,false,,
62,false,,,false,,
63,false,,,false,,
64,false,,,false,,
65,false,,,false,,
66,true,2,1,false,,
67,false,,,false,,
68,false,,,false,,
69,false,,,false,,
70,false,,,false,,
71,false,,,false,,
72,true,2,3,true,3,2
73,false,,,false,,
74,false,,,false,,
75,false,,,false,,
76,false,,,false,,
77,false,,,false,,
78,true,3,1,false,,
79,false,,,false,,
80,false,,,false,,
81,false,,,false,,
82,false,,,false,,
83,false,,,false,,
84,true,1,2,true,3,1
85,false,,,false,,
86,false,,,false,,
87,false,,,false,,
88,false,,,false,,
89,false,,,false,,
90,true,1,1,false,,
91,false,,,false,,
92,false,,,false,,
93,false,,,false,,
94,false,,,false,,
95,false,,,false,,
96,true,3,3,true,1,2
97,false,,,false,,
98,false,,,false,,
99,false,,,false,,
100,false,,,false,,
101,false,,,false,,
102,true,4,2,false,,
103,false,,,false,,
104,false,,,false,,
105,false,,,false,,
106,false,,,false,,
107,false,,,false,,
108,true,1,1,true,4,1
109,false,,,false,,
110,false,,,false,,
111,false,,,false,,
112,false,,,false,,
113,false,,,false,,
114,true,1,2,false,,
115,false,,,false,,
116,false,,,false,,
117,false,,,false,,
118,false,,,false,,
119,false,,,false,,
120,true,1,3,true,2,2
121,false,,,false,,
122,false,,,false,,
123,false,,,false,,
124,false,,,false,,
125,false,,,false,,
126,true,1,1,false,,
127,false,,,false,,
128,false,,,false,,
129,false,,,false,,
130,false,,,false,,
131,false,,,false,,
132,true,4,2,true,1,2
133,false,,,false,,
134,false,,,false,,
135,false,,,false,,
136,false,,,false,,
137,false,,,false,,
138,true,3,1,false,,
139,false,,,false,,
140,false,,,false,,
141,false,,,false,,
142,false,,,false,,
143,false,,,false,,
144,true,3,2,true,1,2
145,false,,,false,,
146,false,,,false,,
147,false,,,false,,
148,false,,,false,,
149,false,,,false,,
150,true,2,1,false,,
151,false,,,false,,
152,false,,,false,,
153,false,,,false,,
154,false,,,false,,
155,false,,,false,,
156,true,1,1,true,4,1
157,false,,,false,,
158,false,,,false,,
159,false,,,false,,
160,false,,,false,,
161,false,,,false,,
162,true,1,3,false,,
163,false,,,false,,
164,false,,,false,,
165,false,,,false,,
166,false,,,false,,
167,false,,,false,,
168,true,1,3,true,1,1
169,false,,,false,,
170,false,,,false,,
171,false,,,false,,
172,false,,,false,,
173,false,,,false,,
174,true,1,3,false,,
175,false,,,false,,
176,false,,,false,,
177,false,,,false,,
178,false,,,false,,
179,false,,,false,,
180,true,3,3,true,4,2
181,false,,,false,,
182,false,,,false,,
183,false,,,false,,
184,false,,,false,,
185,false,,,false,,
186,true,2,1,false,,
187,false,,,false,,
188,false,,,false,,
189,false,,,false,,
190,false,,,false,,
191,false,,,false,,
192,true,3,3,true,2,2
193,false,,,false,,
194,false,,,false,,
195,false,,,false,,
196,false,,,false,,
197,false,,,false,,
198,true,2,3,false,,
199,false,,,false,,
200,false,,,false,,
201,false,,,false,,
202,false,,,false,,
203,false,,,false,,
204,true,2,1,true,4,1
205,false,,,false,,
206,false,,,false,,
207,false,,,false,,
208,false,,,false,,
209,false,,,false,,
210,true,3,3,false,,
211,false,,,false,,
212,false,,,false,,
213,false,,,false,,
214,false,,,false,,
215,false,,,false,,
216,true,4,3,true,1,2
217,false,,,false,,
218,false,,,false,,
219,false,,,false,,
220,false,,,false,,
221,false,,,false,,
222,true,1,2,false,,
223,false,,,false,,
224,false,,,false,,
225,false,,,false,,
226,false,,,false,,
227,false,,,false,,
228,true,2,1,true,4,1
229,false,,,false,,
230,false,,,false,,
231,false,,,false,,
232,false,,,false,,
233,false,,,false,,
234,true,4,1,false,,
235,false,,,false,,
236,false,,,false,,
237,false,,,false,,
238,false,,,false,,
239,false,,,false,,
240,true,1,2,true,3,1
241,false,,,false,,
242,false,,,false,,
243,false,,,false,,
244,false,,,false,,
