Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,false,,0,false,,0
1,false,,0,false,,0
2,false,,0,false,,0
3,true,4,2,false,,0
4,true,13,3,true,4,1
5,false,,0,false,,0
6,true,14,2,false,,0
7,false,,0,false,,0
8,false,,0,true,4,1
9,false,,0,true,2,2
10,false,,0,false,,0
11,false,,0,false,,0
12,false,,0,true,4,3
13,false,,0,false,,0
14,false,,0,false,,0
15,true,4,2,false,,0
16,true,2,2,false,,0
17,false,,0,false,,0
18,false,,0,false,,0
19,false,,0,false,,0
20,true,4,3,false,,0
21,false,,0,false,,0
22,false,,0,false,,0
23,true,32,2,false,,0
24,true,1,2,false,,0
25,true,3,3,false,,0
26,true,4,2,false,,0
27,true,41,2,false,,0
28,true,32,2,false,,0
29,true,1,2,false,,0
30,true,34,3,true,2,3
31,false,,0,false,,0
32,true,32,4,false,,0
33,true,41,4,false,,0
34,true,1,4,false,,0
35,false,,0,false,,0
36,false,,0,true,4,2
37,false,,0,false,,0
38,true,4,3,false,,0
39,false,,0,false,,0
40,false,,0,false,,0
41,true,1,4,false,,0
42,false,,0,false,,0
43,true,4,3,true,4,1
44,false,,0,false,,0
45,false,,0,false,,0
46,true,21,2,false,,0
47,true,3,2,true,4,2
48,false,,0,true,4,2
49,true,12,3,false,,0
50,false,,0,false,,0
51,true,2,4,false,,0
52,false,,0,false,,0
53,false,,0,false,,0
54,true,12,2,true,4,2
55,true,1,4,true,2,1
56,true,3,4,false,,0
57,false,,0,false,,0
58,false,,0,false,,0
59,false,,0,false,,0
60,true,13,3,false,,0
61,false,,0,false,,0
62,true,1,4,true,2,1
63,true,2,4,false,,0
64,false,,0,true,4,1
65,false,,0,false,,0
66,false,,0,false,,0
67,false,,0,false,,0
68,true,1,3,true,4,2
69,false,,0,false,,0
70,false,,0,false,,0
71,true,3,4,false,,0
72,true,24,3,true,2,3
73,true,1,4,true,4,3
74,false,,0,false,,0
75,true,3,3,false,,0
76,true,32,2,false,,0
77,true,1,4,false,,0
78,false,,0,false,,0
79,true,14,4,true,2,3
80,true,1,4,false,,0
81,false,,0,false,,0
82,false,,0,false,,0
83,false,,0,false,,0
84,true,24,2,true,2,2
85,false,,0,false,,0
86,false,,0,false,,0
87,false,,0,false,,0
88,false,,0,true,2,2
89,true,1,3,false,,0
90,true,41,3,false,,0
91,false,,0,false,,0
92,true,2,3,false,,0
93,false,,0,false,,0
94,true,1,4,false,,0
95,false,,0,false,,0
96,false,,0,false,,0
97,false,,0,false,,0
98,true,13,2,false,,0
99,false,,0,false,,0
100,true,2,4,false,,0
101,true,4,4,false,,0
102,true,31,2,false,,0
103,true,23,4,false,,0
104,true,21,4,false,,0
105,false,,0,true,4,1
106,false,,0,false,,0
107,false,,0,false,,0
108,true,3,4,false,,0
109,false,,0,false,,0
110,true,14,2,false,,0
111,true,13,3,true,2,2
112,false,,0,false,,0
113,false,,0,false,,0
114,true,31,3,false,,0
115,false,,0,true,2,2
116,false,,0,false,,0
117,false,,0,false,,0
118,true,3,2,true,4,3
119,false,,0,false,,0
120,true,1,3,false,,0
121,false,,0,false,,0
122,false,,0,true,2,3
123,false,,0,false,,0
124,false,,0,false,,0
125,false,,0,false,,0
126,true,41,3,false,,0
127,false,,0,false,,0
128,true,13,4,true,4,2
129,false,,0,false,,0
130,false,,0,false,,0
131,false,,0,true,2,3
132,false,,0,false,,0
133,false,,0,false,,0
134,false,,0,false,,0
135,false,,0,false,,0
136,false,,0,true,2,2
137,false,,0,false,,0
138,true,13,2,false,,0
139,false,,0,false,,0
140,true,4,4,false,,0
141,true,3,3,false,,0
142,true,4,3,false,,0
143,false,,0,false,,0
144,false,,0,false,,0
145,false,,0,false,,0
146,false,,0,false,,0
147,true,42,3,false,,0
148,false,,0,true,2,3
149,true,32,3,false,,0
150,true,4,3,false,,0
151,true,3,3,false,,0
152,false,,0,false,,0
153,true,2,3,false,,0
154,false,,0,false,,0
155,false,,0,true,4,3
156,true,23,3,true,2,2
157,false,,0,false,,0
158,true,2,3,false,,0
159,false,,0,false,,0
160,false,,0,false,,0
161,false,,0,true,2,3
162,false,,0,true,4,2
163,false,,0,false,,0
164,true,41,4,false,,0
165,true,4,3,true,4,1
166,true,41,4,false,,0
167,true,23,3,false,,0
168,false,,0,false,,0
169,true,31,2,false,,0
170,true,2,3,false,,0
171,false,,0,false,,0
172,true,32,4,true,2,2
173,false,,0,false,,0
174,false,,0,true,2,3
175,false,,0,false,,0
176,false,,0,false,,0
177,true,21,2,false,,0
178,false,,0,false,,0
179,true,32,4,false,,0
180,false,,0,true,4,1
181,false,,0,false,,0
182,false,,0,false,,0
183,true,21,4,false,,0
184,true,4,2,false,,0
185,false,,0,false,,0
186,false,,0,true,4,1
187,true,21,3,false,,0
188,true,12,2,false,,0
189,false,,0,false,,0
190,false,,0,false,,0
191,false,,0,false,,0
192,false,,0,false,,0
193,false,,0,false,,0
194,false,,0,false,,0
195,true,3,4,false,,0
196,true,2,3,false,,0
197,false,,0,true,2,1
198,false,,0,false,,0
199,false,,0,true,2,1
200,false,,0,true,4,1
201,true,14,3,false,,0
202,true,43,3,false,,0
203,true,21,4,false,,0
204,true,13,3,true,4,1
205,false,,0,true,2,3
206,false,,0,false,,0
207,true,2,2,false,,0
208,true,14,4,false,,0
209,true,1,4,false,,0
210,true,1,3,false,,0
211,true,1,4,false,,0
212,true,1,4,false,,0
213,false,,0,false,,0
214,false,,0,false,,0
215,false,,0,true,2,2
216,false,,0,false,,0
217,true,13,2,false,,0
218,false,,0,true,2,3
219,true,3,2,true,4,1
220,false,,0,true,4,2
221,false,,0,false,,0
222,false,,0,false,,0
223,true,2,4,false,,0
224,false,,0,true,2,1
225,true,2,3,false,,0
226,false,,0,false,,0
227,false,,0,false,,0
228,false,,0,false,,0
229,true,2,4,true,2,1
230,false,,0,false,,0
231,true,2,2,false,,0
232,false,,0,true,4,2
233,false,,0,true,4,3
234,true,21,2,false,,0
235,true,23,2,false,,0
236,false,,0,true,4,1
237,false,,0,true,2,3
238,false,,0,false,,0
239,false,,0,false,,0
240,false,,0,false,,0
241,true,2,4,false,,0
242,false,,0,false,,0
243,true,1,4,false,,0
244,false,,0,false,,0
245,true,32,3,false,,0
246,true,23,3,false,,0
247,false,,0,false,,0
248,false,,0,false,,0
249,true,12,3,false,,0
250,true,1,4,false,,0
251,false,,0,false,,0
252,true,42,4,false,,0
253,false,,0,true,2,1
254,false,,0,false,,0
255,false,,0,false,,0
256,true,14,2,false,,0
257,true,2,2,false,,0
258,false,,0,false,,0
259,true,3,3,false,,0
260,false,,0,false,,0
261,false,,0,true,4,3
262,false,,0,true,4,3
263,true,1,3,false,,0
264,false,,0,false,,0
265,false,,0,false,,0
266,true,42,2,true,2,1
267,false,,0,false,,0
268,true,24,2,false,,0
269,false,,0,false,,0
270,false,,0,true,2,3
271,true,4,4,true,4,2
272,true,32,2,false,,0
273,false,,0,true,2,2
274,false,,0,true,4,3
275,false,,0,false,,0
276,false,,0,false,,0
277,true,2,4,false,,0
278,false,,0,false,,0
279,false,,0,false,,0
280,false,,0,false,,0
281,true,32,2,false,,0
282,false,,0,false,,0
283,false,,0,false,,0
284,true,1,2,false,,0
285,true,12,3,false,,0
286,false,,0,false,,0
287,true,1,2,false,,0
288,false,,0,true,2,2
289,true,2,2,true,4,2
290,false,,0,false,,0
291,false,,0,false,,0
292,true,34,2,false,,0
293,false,,0,false,,0
294,false,,0,false,,0
295,false,,0,false,,0
296,false,,0,false,,0
297,false,,0,false,,0
298,false,,0,false,,0
299,true,4,2,false,,0
300,false,,0,false,,0
301,false,,0,false,,0
302,false,,0,false,,0
303,false,,0,false,,0
304,false,,0,false,,0
305,true,1,2,true,4,3
306,true,3,2,true,2,2
307,false,,0,false,,0
308,false,,0,false,,0
309,false,,0,false,,0
310,false,,0,false,,0
311,false,,0,false,,0
312,true,2,4,false,,0
313,true,42,4,false,,0
314,true,1,4,false,,0
315,true,41,4,false,,0
316,false,,0,false,,0
317,true,2,4,false,,0
318,false,,0,false,,0
319,false,,0,false,,0
320,false,,0,false,,0
321,true,2,4,false,,0
322,true,3,2,false,,0
323,false,,0,false,,0
324,false,,0,true,4,2
325,false,,0,false,,0
326,true,2,2,false,,0
327,false,,0,false,,0
328,true,4,2,true,2,3
329,false,,0,false,,0
330,true,3,4,false,,0
331,false,,0,false,,0
332,false,,0,true,2,3
333,false,,0,true,2,3
334,false,,0,false,,0
335,true,32,3,false,,0
336,true,1,2,false,,0
337,false,,0,false,,0
338,false,,0,false,,0
339,false,,0,false,,0
340,false,,0,false,,0
341,false,,0,true,2,2
342,false,,0,false,,0
343,true,34,3,false,,0
344,false,,0,false,,0
345,true,21,2,false,,0
346,false,,0,true,4,2
347,true,14,4,false,,0
348,false,,0,true,2,2
349,true,3,4,false,,0
350,false,,0,false,,0
351,true,1,4,true,2,1
352,true,34,2,true,2,1
353,false,,0,true,4,2
354,false,,0,false,,0
355,false,,0,false,,0
356,true,14,2,false,,0
357,false,,0,false,,0
358,false,,0,false,,0
359,false,,0,false,,0
360,true,31,2,false,,0
361,true,2,4,false,,0
362,false,,0,true,2,1
363,false,,0,false,,0
364,false,,0,false,,0
365,true,3,2,false,,0
366,false,,0,false,,0
367,true,3,4,false,,0
368,true,1,3,false,,0
