Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,32,4,false,,0
1,false,,0,false,,0
2,true,32,4,false,,0
3,true,32,3,false,,0
4,false,,0,true,4,1
5,true,32,3,true,4,1
6,true,3,4,true,2,3
7,true,1,2,true,4,3
8,true,14,3,false,,0
9,true,31,3,false,,0
10,false,,0,false,,0
11,true,2,3,false,,0
12,true,1,2,true,4,3
13,true,32,2,false,,0
14,true,2,2,false,,0
15,true,3,3,true,4,2
16,true,3,2,true,2,1
17,true,3,2,true,4,2
18,true,13,2,true,2,3
19,true,34,4,true,2,2
20,true,4,2,false,,0
21,true,3,3,false,,0
22,true,4,3,true,4,2
23,false,,0,true,2,1
24,true,2,2,false,,0
25,true,3,2,false,,0
26,true,23,2,false,,0
27,true,4,3,true,2,2
28,true,3,3,true,2,1
29,false,,0,false,,0
30,false,,0,true,4,3
31,true,3,3,true,4,1
32,true,2,4,true,2,1
33,false,,0,true,4,2
34,true,1,2,false,,0
35,true,1,3,false,,0
36,true,43,2,true,4,1
37,true,14,4,true,4,3
38,false,,0,false,,0
39,true,21,2,false,,0
40,true,13,2,false,,0
41,true,1,2,false,,0
42,true,23,3,true,4,2
43,true,2,2,false,,0
44,true,4,3,true,4,1
45,false,,0,true,4,2
46,true,12,4,false,,0
47,false,,0,true,2,3
48,true,1,3,false,,0
49,false,,0,false,,0
50,true,3,2,false,,0
51,true,42,3,true,2,2
52,true,1,4,false,,0
53,true,13,4,true,2,2
54,true,3,3,true,4,3
55,false,,0,false,,0
56,false,,0,false,,0
57,true,2,3,false,,0
58,true,12,2,false,,0
59,true,21,4,true,4,3
60,true,4,2,false,,0
61,true,2,2,false,,0
62,true,13,4,true,2,3
63,true,34,4,false,,0
64,true,34,2,true,2,1
65,true,41,3,false,,0
66,true,3,4,true,2,1
67,true,2,4,false,,0
68,true,3,3,true,2,3
69,true,2,3,false,,0
70,true,23,3,true,2,3
71,true,1,3,true,2,3
72,true,32,4,false,,0
73,true,42,2,true,4,2
74,false,,0,true,2,2
75,true,24,3,false,,0
76,true,1,4,false,,0
77,false,,0,true,2,3
78,false,,0,false,,0
79,true,4,4,true,2,1
80,true,24,3,false,,0
81,true,3,2,false,,0
82,true,43,3,true,2,2
83,true,14,3,false,,0
84,true,4,2,false,,0
85,true,13,4,false,,0
86,true,2,4,false,,0
87,true,1,2,false,,0
88,true,1,4,false,,0
89,true,14,3,true,2,3
90,true,41,3,false,,0
91,true,13,2,true,2,2
92,true,2,2,false,,0
93,true,4,2,true,2,3
94,true,3,3,false,,0
95,true,3,2,false,,0
96,true,14,4,true,4,3
97,true,13,2,false,,0
98,true,4,3,true,4,1
99,true,3,2,false,,0
100,true,2,2,true,4,3
101,true,42,2,true,4,2
102,true,4,2,false,,0
103,true,32,3,false,,0
104,true,2,2,false,,0
105,true,4,4,true,2,1
106,true,1,3,true,4,3
107,true,3,3,false,,0
108,true,4,3,true,4,2
109,true,13,2,false,,0
110,true,32,2,false,,0
111,true,24,3,true,2,3
112,true,42,3,true,4,1
113,true,1,4,false,,0
114,true,4,4,false,,0
115,true,43,4,false,,0
116,true,23,3,false,,0
