Beat_timing,Generate_A_type,A_generate_side,A_generate_amount,Generate_B_type,B_generate_side,B_generate_amount
0,true,3,3,true,4,1
1,true,2,3,false,,
2,true,3,1,false,,
3,true,4,1,true,2,1
4,true,3,3,false,,
5,true,1,1,false,,
6,true,2,2,true,2,2
7,true,1,3,false,,
8,true,4,2,false,,
9,true,2,3,true,4,1
10,true,2,1,false,,
11,true,1,1,false,,
12,true,4,3,true,3,2
13,true,2,2,false,,
14,true,4,3,false,,
15,true,2,3,true,1,1
16,true,4,2,false,,
17,true,2,2,false,,
18,true,3,2,true,3,2
19,true,3,2,false,,
20,true,3,3,false,,
21,true,4,2,true,3,1
22,true,1,2,false,,
23,true,3,3,false,,
24,true,3,1,true,2,1
25,true,3,3,false,,
26,true,2,2,false,,
27,true,3,1,true,3,2
28,true,1,1,false,,
29,true,3,2,false,,
30,true,3,3,true,1,2
31,true,1,3,false,,
32,true,4,2,false,,
33,true,4,1,true,4,2
34,true,1,2,false,,
35,true,3,2,false,,
36,true,4,1,true,1,2
37,true,4,2,false,,
38,true,2,3,false,,
39,true,1,3,true,2,2
40,true,4,2,false,,
41,true,3,3,false,,
42,true,4,1,true,1,2
43,true,1,2,false,,
44,true,2,3,false,,
45,true,1,2,true,1,2
46,true,4,2,false,,
47,true,2,3,false,,
48,true,1,1,true,1,1
49,true,4,3,false,,
50,true,4,1,false,,
51,true,4,2,true,2,2
52,true,2,1,false,,
53,true,4,1,false,,
54,true,3,3,true,4,1
55,true,4,2,false,,
56,true,2,1,false,,
57,true,4,3,true,4,1
58,true,1,2,false,,
59,true,3,1,false,,
60,true,2,1,true,4,1
61,true,1,2,false,,
62,true,4,2,false,,
63,true,2,2,true,3,2
64,true,2,1,false,,
65,true,1,2,false,,
66,true,1,3,true,1,1
67,true,3,3,false,,
68,true,4,2,false,,
69,true,3,2,true,2,1
70,true,4,3,false,,
71,true,1,2,false,,
72,true,2,1,true,1,2
73,true,1,1,false,,
74,true,2,1,false,,
75,true,4,3,true,3,1
76,true,4,3,false,,
77,true,4,3,false,,
78,true,3,2,true,2,2
79,true,2,1,false,,
80,true,3,3,false,,
81,true,2,2,true,4,1
82,true,2,3,false,,
83,true,4,3,false,,
84,true,4,3,true,2,1
85,true,1,3,false,,
86,true,4,1,false,,
87,true,4,2,true,3,1
88,true,4,2,false,,
89,true,3,1,false,,
90,true,3,2,true,3,2
91,true,4,2,false,,
92,true,3,2,false,,
93,true,3,1,true,4,1
94,true,3,1,false,,
95,true,2,3,false,,
96,true,4,2,true,4,1
97,true,1,1,false,,
98,true,2,1,false,,
99,true,2,1,true,3,1
100,true,2,3,false,,
101,true,4,3,false,,
102,true,1,3,true,3,2
103,true,3,1,false,,
104,true,4,2,false,,
105,true,3,2,true,1,2
106,true,1,1,false,,
107,true,1,2,false,,
108,true,1,1,true,1,1
109,true,2,1,false,,
110,true,3,1,false,,
111,true,1,3,true,2,2
112,true,4,1,false,,
113,true,1,1,false,,
114,true,4,3,true,1,1
115,true,3,3,false,,
116,true,1,2,false,,
117,true,4,1,true,1,2
118,true,1,1,false,,
119,true,2,1,false,,
120,true,1,2,true,4,2
121,true,4,3,false,,
122,true,4,1,false,,
123,true,1,1,true,2,2
124,true,2,2,false,,
125,true,3,2,false,,
126,true,4,2,true,1,2
127,true,3,2,false,,
128,true,4,3,false,,
129,true,2,3,true,2,1
130,true,2,2,false,,
131,true,4,2,false,,
132,true,4,3,true,1,2
133,true,3,3,false,,
134,true,4,2,false,,
